07:10 HC 2024-07-08
codigo_postal,direccion_fisica,tipo_envio,forma_pago
53059,Del $ol 2468.,1,1
4671X-297,Bra$il 2024.,0,1
00680-907,Oscar Freire 2024.,0,2
3941036,Atlantico 1357.,5,2
7775,Pacifico 1357.,3,2
18953-561,Paulista 2468.,6,2
0729660,Revolucion 456.,2,1
K7125OKP,Revolucion #999.,5,1
H10XXPRS,Independencia 123.,2,2
7X086,Revolucion 987.,3,2
9072895,Revolucion #999.,5,1
93092-403,Vieira Souto #999.,6,1
8838,Los Andes #999.,2,1
49984-171,Das Pedras 2468.,5,2
40X0547,Los Andes 2024.,4,1
1587,Atlantico 987.,6,1
2245,San Martin 456.,3,1
06449,Pacifico 2468.,5,2
50935-032,Das Flores 123.,4,1
68005-050,Das Flores 2024.,5,2
9537,Independencia #999.,2,2
9611,AMerica #999.,2,2
9071,Atlantico 123.,5,2
2109X,Bolivar 2468.,3,1
842677,San Martin 1357.,2,2
06922-80X,Das Flores 123.,3,1
4X081-083,Vieira Souto #999.,5,2
99351,Revolucion #999.,0,1
037612,AMerica 123.,6,2
6382,Atlantico 2468.,0,2
O1220IOH,Atlantico 2024.,3,2
35541-046,Das Flores 2468.,3,1
26X1005,Atlantico 123.,0,1
5044,San Martin 2468.,4,1
67187-925,Das Flores 1357.,3,1
76692-562,Paulista 2024.,4,1
05X0,AMerica 987.,3,1
98911,Revolucion 2468.,6,2
4194706,Los Andes 987.,0,1
9232216,Bolivar 456.,4,1
J0X93YOA,Los Andes 456.,2,2
6110,Libertad 123.,2,1
57430,Independencia 123.,1,2
K0500TOT,Los Andes 2468.,5,1
0420,Los Andes #999.,5,2
T0508XKT,Los Andes #999.,6,1
77198-288,Oscar Freire 1357.,6,1
Z0062WRN,Atlantico 1357.,0,2
919395,Independencia 2024.,4,1
33487,Pacifico 123.,0,2
950096,Libertad 2024.,6,1
179307,Independencia 123.,0,1
300423,Pacifico 2024.,2,1
099452,Atlantico 123.,0,2
X346XFYT,Independencia 456.,2,1
11725,Bolivar 2468.,1,1
X5X437,Revolucion 123.,0,2
6632885,Del $ol #999.,4,1
901485,Atlantico 2468.,6,2
528647,Bolivar 2468.,0,1
29X040,Revolucion 987.,2,2
301119,Independencia 987.,4,1
A9381OJD,Revolucion 2468.,3,2
0467093,AMerica 987.,3,2
279616,AMerica 987.,4,1
409047,Libertad 987.,5,1
1X18X-078,Bra$il 987.,6,2
7494597,Revolucion 2024.,4,2
03X2,Del $ol 2024.,1,2
024752,Pacifico 1357.,2,2
X8015UNH,Atlantico 2024.,4,1
621700,AMerica 987.,3,1
X8447RZT,Libertad 456.,0,2
02658,San Martin 987.,2,1
52X3,Los Andes #999.,1,2
030951,AMerica 456.,4,2
O3080QME,Revolucion 1357.,6,2
9442,Pacifico 2468.,0,1
07354-534,Das Flores #999.,2,1
9X29580,San Martin 2024.,3,1
X647,Bolivar 2024.,3,1
20480,Revolucion 987.,4,1
38304-978,Oscar Freire 1357.,6,1
X5X26,San Martin 2024.,5,2
03060,Atlantico 123.,4,2
09221-037,Das Pedras 1357.,2,1
664X703,Del $ol 123.,5,2
5186,Pacifico 1357.,5,1
Y0139WYG,Atlantico 987.,1,1
I7462ICC,Revolucion #999.,1,2
3618304,Libertad 2024.,6,2
11X534,Independencia 2468.,6,2
12208,Del $ol 456.,2,1
3100102,Atlantico 456.,2,2
X3202LSM,AMerica #999.,2,2
8310,Revolucion 2024.,6,1
W29X9HDY,Libertad #999.,3,2
799XX7,AMerica 987.,0,1
044X919,Pacifico 1357.,0,1
61X9,Libertad 987.,4,2
2991X-020,Das Flores 456.,1,1
9053554,Bolivar 987.,5,2
40060,Bolivar 1357.,3,2
16535-190,Das Flores 2024.,4,2
4542,San Martin 987.,4,1
01521-171,Paulista #999.,3,2
909021,Atlantico 456.,0,1
403X2-712,Ouvidor 2024.,3,1
P2680UTF,Independencia #999.,6,1
4X30,Independencia 456.,0,1
J6430MZJ,Bolivar #999.,5,1
9085,Del $ol 123.,0,2
N1878VKM,Libertad 987.,6,2
10940,Atlantico 456.,4,1
28666-647,Oscar Freire 987.,3,2
5399,AMerica 1357.,0,2
356130,Bolivar #999.,3,2
740283,Del $ol 2024.,3,1
8707650,Pacifico 123.,1,1
26760,Libertad 1357.,4,2
2632,Bolivar 987.,0,1
X8073-803,Das Pedras 123.,5,2
714907,Atlantico 2468.,4,1
7785,Libertad 987.,4,1
040498,Atlantico 1357.,3,1
087X,Libertad 123.,4,1
36X266,Del $ol 2024.,1,1
4929610,Pacifico 2024.,6,1
1109,Bolivar 2468.,1,2
1489,Libertad 2468.,6,2
2137,Pacifico 456.,4,1
20XX577,Libertad 1357.,4,2
74668,Pacifico 2468.,1,1
0825546,Del $ol 456.,4,1
S3X47PDD,Revolucion 123.,4,1
42921-908,Das Flores 456.,3,2
30606-03X,Vieira Souto #999.,0,1
1603304,Pacifico 2024.,0,2
Q4221SVJ,AMerica 987.,3,2
0442,Bolivar 456.,0,2
07789X,Atlantico 1357.,5,2
1589,Bolivar 2024.,4,2
670916,Independencia 123.,4,2
3036677,Revolucion #999.,1,2
120905,Bolivar 987.,1,1
8700X38,San Martin 2024.,0,2
X980X,Los Andes 2468.,2,2
E3320ORR,Pacifico 123.,3,1
022510,Revolucion 2468.,0,2
2043,AMerica 987.,1,1
8779X70,Del $ol 456.,1,2
16615,Los Andes 123.,3,2
0940450,Los Andes #999.,1,1
8416,Los Andes 1357.,5,2
45634-650,DO Porto #999.,3,2
2272323,Libertad 987.,1,1
1618767,Pacifico 2468.,3,1
B0237ESJ,Libertad 123.,5,2
539966,Atlantico #999.,3,2
92897-X52,Ouvidor 1357.,4,1
46307-X80,Paulista 2024.,5,2
33544-441,Rio Branco 123.,6,1
82384,Independencia 1357.,3,1
U1094OAI,Atlantico 987.,3,2
98370-157,Paulista 123.,4,2
3816389,Los Andes 456.,5,1
09800,AMerica 987.,3,1
6303,Los Andes 2024.,0,2
S3310AXN,Bolivar 1357.,5,1
18902,Libertad 1357.,4,2
005025,Atlantico 2468.,6,1
17659X2,Del $ol 2468.,5,2
P8702UXD,Revolucion #999.,5,1
U0202OCB,Del $ol 2024.,1,2
096006,Libertad #999.,5,2
5828,Atlantico 456.,3,2
29494,AMerica 456.,5,1
0911788,Libertad 2468.,0,2
1904,Revolucion 2024.,0,2
Y2948JEZ,San Martin 2024.,3,2
54612,Pacifico 123.,3,2
09688-857,Rio Branco 456.,2,1
3331049,Del $ol 456.,5,1
31337-X18,Vieira Souto #999.,2,2
76097-073,Das Pedras 987.,0,2
80637-500,Das Pedras 123.,3,2
07X74,Del $ol 456.,0,1
1646129,Libertad #999.,1,1
1047097,Independencia 456.,1,1
721439,Independencia 2468.,6,2
204887,Atlantico #999.,6,2
E0079SEJ,Revolucion 1357.,3,2
04018-X65,DO Porto #999.,1,1
0662,Libertad 987.,2,1
38704-X07,Das Flores 123.,2,2
5814906,Los Andes 2024.,4,1
010308X,Del $ol 987.,5,2
5301,Del $ol 123.,5,2
00049-129,Ouvidor 2024.,1,2
H4X00QHJ,Los Andes 2024.,6,1
098818,San Martin 123.,4,1
149XX-0X5,Ouvidor 123.,4,2
X973384,AMerica 987.,0,1
03569,Revolucion #999.,1,2
4677,Atlantico 987.,5,1
504931,Pacifico #999.,3,2
44440-805,DO Porto 456.,5,1
540X,Bolivar 456.,4,1
4750100,Bolivar 1357.,5,1
4889472,Pacifico 123.,4,2
V4052FGO,Los Andes 987.,6,1
B8723PNC,Libertad 987.,5,1
36772-1X1,DO Porto 456.,4,2
5696,San Martin 987.,1,1
644575,Atlantico #999.,2,2
X77755,Atlantico 2468.,2,1
665362,Los Andes #999.,0,1
40997-4X0,Bra$il #999.,1,1
564010,Pacifico #999.,5,2
95831,Bolivar 987.,2,1
325X8,Revolucion #999.,0,2
1357,Atlantico 1357.,2,2
P7913ALW,Pacifico 2024.,5,1
2181,AMerica 1357.,0,1
32733-071,Vieira Souto 123.,1,2
5X9877,Revolucion #999.,2,2
0532,Los Andes 987.,4,1
4884X-X00,Vieira Souto 2468.,2,2
0902507,Independencia 123.,6,1
15078-003,Rio Branco 987.,0,1
B2096KCR,Libertad 123.,6,2
9048,AMerica #999.,4,1
29437,Independencia 2468.,0,2
79510-661,Oscar Freire 456.,5,2
809390,Los Andes 1357.,6,2
03683-68X,DO Porto 2468.,3,2
00206,AMerica 456.,6,2
2392,Los Andes 1357.,4,1
020251,Pacifico 987.,6,2
O0880BCG,Los Andes #999.,3,1
T3036FIW,Pacifico #999.,6,2
677X7,Bolivar 1357.,0,2
97099-903,Vieira Souto 1357.,1,2
97680X4,Bolivar 456.,1,1
9080526,Pacifico 1357.,3,1
K9903BCR,San Martin 1357.,3,1
52658,Independencia 1357.,2,1
501185,Revolucion 2024.,6,1
074739,Bolivar 2024.,5,1
0020,Independencia 456.,2,2
88357-286,Rio Branco #999.,3,1
6804,Del $ol 2468.,6,2
707004,Bolivar 456.,1,2
87671-751,Ouvidor 123.,6,1
46425,Revolucion 987.,5,1
6654,Revolucion 987.,5,2
682597,Atlantico 2024.,3,1
Z8X70DJE,Pacifico 123.,6,1
C9661HEE,Revolucion 987.,2,1
H7779XPQ,San Martin 456.,2,1
O2960HBV,Revolucion 456.,5,1
M3554FHX,Independencia 2024.,0,2
7806959,San Martin 1357.,5,2
570306,Los Andes 123.,3,2
R0884TLF,Atlantico #999.,6,2
X83601,Independencia 456.,4,2
0071,San Martin 2024.,6,2
5X10,Los Andes 2024.,0,1
04801-308,Vieira Souto 987.,0,1
X901519,Bolivar 987.,6,2
7276,AMerica #999.,1,1
0677,Pacifico 123.,0,2
3390,Atlantico 987.,1,2
8204,Bolivar 987.,4,1
40X41,Independencia 987.,3,1
X00200,Los Andes 456.,3,1
0293,Del $ol 1357.,5,2
G8900UIY,Revolucion 123.,3,1
3492,Los Andes 1357.,6,2
92531,AMerica 1357.,5,1
R1269NYL,Bolivar 2468.,0,1
8064,Atlantico 456.,0,1
597026,Del $ol 456.,3,2
5X994-992,Das Flores 2024.,4,2
561008,San Martin 456.,1,1
36826,Pacifico 123.,5,1
Z09X0GMG,Libertad 1357.,6,1
600X5-435,Ouvidor 456.,6,1
59X27,Independencia 2468.,4,1
6989376,Pacifico 1357.,4,1
570X4-520,DO Porto 456.,2,1
9801,Del $ol 123.,6,1
37595,Bolivar 456.,4,1
X227405,Pacifico 123.,4,1
830136,Bolivar 123.,2,2
980625X,Bolivar 987.,5,1
050X2-839,Das Flores 987.,2,1
C1032AQN,AMerica 456.,1,2
94304,Libertad 2024.,4,1
516X0,Bolivar 2468.,0,1
Q0796FVU,Pacifico 987.,1,1
53090-074,Bra$il 123.,3,1
7293801,Los Andes 456.,1,2
5916100,Revolucion #999.,5,2
Y7692CKH,Pacifico #999.,3,2
7409,Independencia #999.,4,2
1246619,Los Andes 456.,4,1
9881036,Bolivar #999.,2,1
43781,Revolucion #999.,2,1
7180310,Del $ol 1357.,4,1
89509,Atlantico 2024.,5,2
21842,Pacifico 456.,0,1
IX535EIF,Del $ol #999.,0,2
2711,Pacifico 2024.,6,2
08X65-657,Oscar Freire 1357.,0,1
0X6904,San Martin 123.,1,2
9142977,Libertad 123.,5,2
41028,Del $ol 2024.,6,2
524925,Independencia 987.,6,2
Y8345XJR,Independencia 2024.,5,1
A3502YZM,AMerica 987.,1,1
T6859XSV,Los Andes 987.,4,1
69136-540,Bra$il 1357.,6,1
400702,Del $ol 123.,5,1
1834X-141,Rio Branco 456.,4,1
NX990QTK,Del $ol 2024.,4,1
57053,Revolucion 1357.,2,2
75260-910,Bra$il #999.,2,2
02034,Pacifico 987.,5,2
9140,Los Andes #999.,5,2
78087,Del $ol 1357.,2,2
67339X0,Revolucion 123.,2,1
D5005GBD,Atlantico 456.,0,2
O2058WYN,Revolucion 2024.,3,2
8803360,San Martin 987.,4,1
00526-8X2,Paulista 2024.,4,2
X621009,AMerica 123.,3,1
09197X,AMerica 2468.,4,1
X4130-136,Ouvidor 1357.,5,2
1801,Bolivar 2468.,4,2
T6300JWC,Del $ol 1357.,2,2
54614-898,Oscar Freire #999.,4,2
7616,Independencia 987.,5,2
X6400,San Martin 456.,3,1
4209,Libertad 123.,0,1
2930X1,Atlantico #999.,6,2
X96241,Independencia 456.,2,1
000279,Independencia 2468.,6,1
563X03,Pacifico 456.,3,2
06X011,Revolucion #999.,2,2
031529,Libertad 456.,6,1
04869,Del $ol 987.,1,1
W0433WHD,Del $ol 2024.,6,2
008355,Atlantico 2024.,4,1
057798,Atlantico 123.,6,1
O5881MVA,Independencia 1357.,4,1
6453281,Del $ol 123.,5,1
724515,Atlantico 2024.,4,2
40090-008,DO Porto 123.,3,2
598386,Atlantico 2024.,1,2
9190,Libertad 987.,2,1
266970,Revolucion 987.,0,1
K6215FCU,Libertad 123.,6,1
77362,Pacifico 2024.,0,1
64097,Pacifico 1357.,1,1
7310965,San Martin 123.,6,1
5356515,Pacifico 456.,5,1
35400,AMerica 123.,6,1
H0700IUC,Pacifico 2468.,6,1
J7051UWE,Los Andes 2024.,5,1
4663,Pacifico 123.,2,1
890600,Libertad 2468.,6,1
29720-485,Das Flores 1357.,0,1
X617,Pacifico 456.,6,2
43X49-004,Paulista 123.,2,2
5550,Pacifico 123.,1,1
08004-6X1,Paulista #999.,6,1
149040,Independencia #999.,2,1
Q7070XKP,AMerica 123.,5,2
8249374,Pacifico 2024.,0,1
22209,Pacifico 2468.,2,1
40556-663,Ouvidor 2468.,3,2
0522265,San Martin #999.,4,1
063012,Del $ol 2024.,2,2
8X21,Pacifico 456.,1,1
29233,Del $ol 1357.,3,2
42175,San Martin 456.,0,1
4246144,Del $ol 2468.,2,1
9250729,San Martin 2468.,6,2
0640,Bolivar 987.,3,1
X36801,Pacifico 123.,3,1
68023,Independencia #999.,1,1
0402,Independencia 2468.,6,2
6021,Atlantico 456.,4,1
S6932VVA,Independencia 987.,0,2
6840681,San Martin 1357.,2,1
40073,AMerica 2024.,6,2
H1651ICR,Libertad 2024.,6,2
0X861-476,DO Porto 1357.,3,2
D0615ZYJ,AMerica 1357.,2,2
1983,Del $ol 2024.,5,1
9568,Revolucion 456.,3,1
80735-702,Vieira Souto 123.,4,2
89X00,San Martin 456.,2,2
036423,Libertad 2024.,2,2
0164X-080,Das Flores 2468.,3,2
S2405YKG,Los Andes 123.,6,1
0053,AMerica 987.,0,1
1069,Del $ol 2024.,4,1
21002-678,DO Porto 2468.,5,1
2670948,Libertad 2468.,0,2
T5380YEM,Pacifico 456.,6,1
393533,Independencia 2468.,2,1
69047-499,Oscar Freire 987.,4,2
Q2884XJF,Libertad 123.,0,1
0924095,Los Andes 456.,3,2
H6092CVD,Independencia 123.,0,2
4560,Del $ol 2468.,6,2
17223-931,Oscar Freire 1357.,3,2
875300,Bolivar #999.,0,2
0286,Del $ol 456.,6,1
H4121HYM,Atlantico 2468.,6,2
8091,Revolucion 123.,3,2
N5605CJS,Atlantico #999.,3,1
757X5-612,Vieira Souto #999.,5,1
94176-943,DO Porto 123.,4,1
5622,Pacifico 123.,3,1
X79511,San Martin 2468.,0,2
M9589YGR,Atlantico 1357.,5,1
K57X8TSD,Pacifico 456.,3,2
52972,Bolivar 123.,1,1
602X3,Independencia 987.,2,2
3X080,Pacifico 1357.,5,2
08X020,Los Andes 2468.,2,2
52024-407,Das Flores 2468.,3,2
0X6526,Atlantico #999.,2,2
8030,Pacifico 2468.,1,1
74334-767,DO Porto 456.,3,1
8X47,Pacifico 2468.,1,2
W5540TGQ,Bolivar 987.,5,2
9012,Revolucion #999.,2,1
40094,Independencia 123.,0,1
C4980SIB,Los Andes 123.,2,2
81230-500,Das Pedras 456.,5,1
35678,Bolivar 2468.,1,1
0522,Libertad 123.,2,2
V9166DHI,Pacifico 1357.,1,1
6528309,Revolucion 1357.,4,1
56828,Los Andes #999.,6,1
919998,Independencia 456.,6,2
S0X20QFN,Libertad 2468.,6,1
1X68097,AMerica 1357.,1,1
9559,Revolucion #999.,5,2
38002-528,Paulista 456.,4,1
C9404JIA,Del $ol 123.,3,2
8686,Libertad 987.,0,1
T090XPTX,Bolivar 456.,6,1
A3538FIS,Revolucion 987.,0,2
W96X0THG,Pacifico 2024.,3,1
96619-428,Bra$il 987.,3,1
172952,AMerica #999.,4,2
3070309,San Martin #999.,0,2
U0085ZVK,Los Andes 1357.,5,2
D4436OWF,Pacifico #999.,2,1
84143-629,Das Flores 987.,6,2
X208913,Del $ol 123.,2,1
67X0,San Martin #999.,0,1
10013-06X,Bra$il 123.,0,1
4004,San Martin 123.,5,2
82122-437,Ouvidor 2468.,3,2
6372783,Independencia #999.,1,1
8000213,Bolivar 456.,2,2
65910,Pacifico 2468.,4,1
J5557LSY,AMerica #999.,6,2
60080-084,Oscar Freire #999.,2,2
00464,Pacifico 123.,5,2
2624060,Los Andes 987.,2,2
3585,Pacifico 456.,4,2
H7472OIH,Revolucion 2468.,6,1
I3343ZTU,Del $ol 2468.,2,2
K5472LJO,San Martin 123.,5,2
20570,Pacifico 987.,1,1
070037,Independencia 2468.,3,1
858545,AMerica 987.,1,1
N0155MLP,Del $ol 456.,2,2
5826393,Atlantico 2024.,1,1
D2007LHG,Del $ol #999.,4,1
65068-654,Vieira Souto 456.,6,2
2777135,Independencia 456.,3,2
V0880RLK,Pacifico 2024.,5,2
54578,Del $ol 1357.,4,2
99707,Revolucion #999.,3,2
46051,Libertad 987.,3,2
T0X10ALR,Pacifico 987.,2,1
X752595,Bolivar 2024.,1,1
1785825,San Martin 456.,5,2
X307,Atlantico 2024.,4,1
7131498,Del $ol 987.,5,2
0898734,San Martin 123.,1,2
874922,San Martin 1357.,4,2
27429-530,Rio Branco 456.,0,1
1901,Pacifico 123.,3,2
31047-986,Ouvidor #999.,1,1
106625,Bolivar 987.,6,1
713X13,Libertad 2468.,2,1
209X7,Los Andes 2468.,3,2
034X07,Bolivar 2468.,3,1
F5199NQM,Los Andes 2024.,0,1
X97067,Independencia 987.,6,2
0058,AMerica 123.,2,2
1309,Independencia 456.,6,1
21443-X92,Vieira Souto 987.,5,2
8549,Libertad #999.,6,2
61581-686,Das Pedras 2468.,5,2
579587,Pacifico 456.,1,2
A8496YZA,Libertad 1357.,5,2
X19016,Los Andes 2468.,3,2
T2694FUW,San Martin 456.,4,1
746590,AMerica 2468.,6,1
29780-089,DO Porto 456.,4,1
40313-700,Das Pedras 123.,4,1
25100,AMerica 456.,3,2
40487-X10,DO Porto 123.,4,1
086687,Bolivar 1357.,3,2
69X02-944,Ouvidor 2468.,4,1
25465,San Martin 1357.,5,2
42553,Independencia 456.,6,2
795943,Libertad #999.,6,2
P2359WTB,San Martin 2024.,3,2
K6101QQU,Los Andes 2468.,3,1
307089,Independencia 123.,3,1
3491507,San Martin 2468.,4,2
63780-895,Bra$il 2468.,2,2
55264-003,Rio Branco 1357.,1,2
068003,Atlantico 2024.,0,1
7386266,Bolivar #999.,4,1
07490-411,Paulista 2468.,5,1
9952387,Revolucion 1357.,0,2
62770-033,Paulista #999.,5,1
B4096XCK,AMerica 1357.,5,1
0363,Revolucion 2468.,1,2
S7503LRL,Bolivar 987.,5,2
0401037,Libertad 456.,4,1
4229,Pacifico 123.,2,1
08134,Los Andes 2024.,5,2
5508774,Atlantico 456.,4,1
238241,Del $ol 2468.,4,2
70696,Libertad 456.,5,2
11191,Los Andes #999.,4,2
78915-X9X,Rio Branco 987.,1,2
0374,Libertad 456.,2,1
031194,AMerica 123.,6,1
3X36,Pacifico 987.,4,2
6068887,Libertad 987.,5,1
1060,Libertad 987.,0,2
21XX859,AMerica 456.,6,1
0749,Atlantico 456.,5,1
00306,AMerica 123.,2,2
2X00109,Pacifico 987.,6,1
0809003,Los Andes 987.,0,2
407219,Pacifico 2468.,2,1
U3880GHO,Pacifico 2024.,3,2
00819,Bolivar 2024.,6,1
599600,AMerica 2468.,4,1
5250,AMerica #999.,2,2
X4114-029,Paulista #999.,1,2
64308-774,DO Porto 1357.,1,2
681825,Los Andes #999.,3,2
0093,AMerica #999.,1,2
07880-010,Bra$il 1357.,1,2
C5404ZFN,Libertad 123.,6,1
806X,Del $ol 2468.,4,2
7002,Revolucion 456.,1,1
A7326YSU,AMerica 987.,0,2
2692980,Pacifico 987.,3,2
G4909DIA,Independencia 987.,4,1
7502,Atlantico 2024.,3,2
H9531OGY,Bolivar 987.,0,1
419X86,Revolucion 123.,6,1
P1170QUU,Libertad 2468.,2,1
314XX4,San Martin 1357.,1,1
661030,Del $ol #999.,0,1
4070429,Bolivar 123.,4,2
5171,AMerica 123.,1,2
1972X-306,Rio Branco 2468.,5,2
XX866,Atlantico #999.,0,2
208338,Revolucion 123.,3,1
101298,Atlantico #999.,0,2
4602,Los Andes 456.,2,2
79995-401,Vieira Souto #999.,0,2
5073,Del $ol 987.,0,1
0X71,Los Andes 456.,4,1
P5800DVZ,Los Andes 1357.,0,2
23044-0X2,Bra$il 987.,5,1
Q0407DJG,AMerica 456.,1,1
AX630UPU,Bolivar 123.,1,2
00XX31,Bolivar 1357.,3,1
07958,San Martin 2468.,0,1
100689,Bolivar #999.,6,2
7707551,Pacifico 1357.,3,1
4107133,Revolucion 2468.,0,2
A8015OSD,Libertad #999.,6,1
7175,Del $ol #999.,5,2
34571X9,Los Andes 2024.,6,1
X614,San Martin 123.,3,1
05X919,Del $ol 1357.,6,1
X361161,Libertad 2468.,1,1
58641-0X1,Paulista 2024.,5,2
C9382YWR,Del $ol #999.,5,1
486918,Bolivar 456.,3,2
53942-501,Das Pedras 456.,4,1
040693,San Martin #999.,3,1
1163,Libertad 2468.,1,1
87113-691,DO Porto 456.,6,1
K3X84RKR,Independencia 2024.,1,2
C2246CCW,Pacifico 2468.,6,2
1652X-924,Oscar Freire 456.,1,1
037X882,AMerica 2468.,1,2
03308-321,Vieira Souto 1357.,4,1
582909,Atlantico 456.,0,1
0687,Revolucion 123.,2,1
92007X9,Bolivar #999.,0,2
00570,Revolucion 2024.,1,1
0827231,Pacifico 987.,4,1
X7979,Los Andes 2468.,1,2
Y8181YCD,Bolivar 987.,2,2
64363,Atlantico 2024.,6,1
10503-270,Das Flores 2024.,6,2
50509X0,Libertad 1357.,3,2
5978917,AMerica #999.,0,1
3074840,Revolucion 987.,3,1
7312,Bolivar 456.,2,1
215090,Los Andes #999.,5,1
4471,Pacifico 2468.,1,1
8109,Revolucion 2468.,1,2
X2680,Libertad 1357.,2,1
9968,Independencia 2024.,2,2
91033-991,Das Pedras 987.,2,2
0X744,Bolivar 2468.,5,2
6146943,Pacifico 123.,6,2
625X7,Libertad 2024.,1,1
880294,San Martin #999.,5,1
2026,Bolivar #999.,0,1
2498,Bolivar 1357.,6,2
X45189,Los Andes 456.,2,1
77167,Revolucion 2024.,2,1
E9X80EFA,Independencia 2468.,2,2
E3763QUG,San Martin 123.,6,1
243677,Del $ol 2024.,3,1
0141005,Del $ol 2024.,5,2
779298,Libertad 987.,3,1
329339,Libertad 987.,2,1
0018855,San Martin 123.,4,1
0368,Los Andes 2468.,5,2
3X95025,AMerica 2024.,6,2
830063,Independencia #999.,4,2
4326435,Bolivar #999.,3,1
82740-074,Oscar Freire 456.,5,1
105537,Del $ol 987.,6,2
61631,Pacifico 456.,6,2
9X92,San Martin 1357.,6,2
32X900,Del $ol 987.,3,1
607X81,Los Andes 123.,1,2
90797,San Martin #999.,6,1
5X46,Atlantico 2024.,3,1
20197-807,DO Porto 456.,3,1
0040804,Los Andes 1357.,2,1
619X,Atlantico 1357.,2,1
8373,Independencia 987.,1,1
96004,Revolucion 2024.,2,2
9488097,Pacifico 123.,0,2
66374-594,Oscar Freire 2468.,4,1
36724-061,Ouvidor 1357.,4,1
R6239XJY,Libertad 2468.,5,1
U4201JUI,Del $ol 2024.,2,2
7020,Libertad 1357.,0,1
03617-004,Das Pedras #999.,4,1
K6235MUD,Los Andes 987.,4,2
13301,Del $ol #999.,6,2
6082,San Martin 1357.,1,2
9602,Del $ol 987.,0,1
927356,Pacifico 456.,5,2
0248,Atlantico 456.,5,1
2964,Bolivar 1357.,4,2
N7277XVZ,Pacifico 456.,2,2
23286-608,DO Porto 2468.,4,1
47X056,Libertad #999.,1,2
X724391,Del $ol 2468.,3,1
11362-504,Das Pedras 2468.,6,2
7760,Del $ol 456.,0,2
56714,Los Andes 2468.,0,1
I5514GTT,AMerica 2024.,2,1
13X7326,Bolivar #999.,6,1
365540,Libertad 456.,2,2
24900,Revolucion 1357.,1,2
X827882,Bolivar 987.,4,1
L8X31IQK,Los Andes 2024.,6,2
06905-959,Oscar Freire 1357.,2,2
R3540BDE,Bolivar #999.,0,1
3107,Los Andes 2468.,1,2
F7775ZTT,Los Andes 2024.,1,1
16X23-868,DO Porto 123.,3,1
G3182GQE,Atlantico 456.,3,2
22971,Libertad 456.,1,1
76862-023,Das Flores 987.,2,1
K0603BQY,Bolivar 987.,6,2
95025-886,Bra$il 456.,1,1
Q1008AWU,Libertad 123.,5,2
23056-867,Das Flores 987.,0,1
X033X01,Los Andes #999.,3,2
0210,AMerica 123.,3,1
304693,Bolivar 1357.,5,2
43763-521,Vieira Souto #999.,1,2
899013,AMerica 123.,0,2
U68X0PWS,Revolucion 1357.,6,2
04788-632,Bra$il 987.,6,1
070909,Del $ol 2024.,2,2
68237-518,Vieira Souto 2024.,6,1
488956,Libertad 2024.,1,2
36531,Libertad 456.,4,2
24609-800,Ouvidor 987.,4,1
M299XHPZ,Bolivar #999.,4,1
4879305,Del $ol 123.,3,1
6739,Los Andes 456.,0,1
8574518,San Martin 2024.,3,2
98948,Los Andes 987.,3,1
333091,Del $ol 456.,0,1
93185,Revolucion 2468.,2,2
0612454,Atlantico 987.,5,2
5X59553,AMerica 987.,3,1
09X582,Independencia 1357.,3,1
90176,Los Andes 1357.,5,1
84660-117,DO Porto 2024.,0,2
56915-13X,Bra$il 1357.,0,2
379734,Los Andes 987.,5,2
2X05,Pacifico 1357.,5,2
4X2268,Atlantico 1357.,0,2
J7378TXD,San Martin 1357.,2,2
C1274AGJ,Del $ol 2024.,1,2
P4029VES,Libertad 123.,0,2
42358-611,Ouvidor #999.,4,2
0611,Los Andes 2468.,1,2
2392071,AMerica 2024.,4,2
X359212,Atlantico 123.,0,2
85146,Revolucion 2468.,2,2
3908342,Los Andes 2468.,3,2
3194306,AMerica 987.,6,2
885881,Bolivar 2024.,6,1
2087032,Del $ol #999.,0,2
0846,Los Andes 2024.,3,2
5062,Libertad #999.,5,2
7X70940,Atlantico 2024.,1,1
0478,Bolivar 123.,4,2
2694,Pacifico 2024.,6,2
7621696,Atlantico 2024.,4,1
24740-4X2,Vieira Souto 123.,3,1
0845506,Libertad 2024.,4,2
49X00-548,Paulista 2468.,4,1
5279,Independencia 456.,6,1
8154,Independencia 2468.,2,1
478871,Los Andes 1357.,3,1
S5081GRO,Los Andes #999.,0,2
23053,Pacifico 1357.,6,2
SX607VAA,Atlantico 2468.,0,2
Z4572ZRJ,Bolivar 1357.,2,2
500300,Atlantico 456.,6,2
7943998,Atlantico 456.,2,2
4463301,AMerica #999.,6,2
02992,Independencia #999.,2,2
367040,Independencia 456.,4,1
74X067,Bolivar 2468.,2,2
095003,Atlantico 2024.,0,1
8218603,Bolivar 123.,0,2
154089,AMerica 1357.,5,2
S7480BFX,Independencia 1357.,5,2
06795,San Martin #999.,3,1
725950,Los Andes 1357.,1,1
1X9518,Atlantico 456.,4,2
J4748OOD,San Martin #999.,6,1
H4X45CMQ,Pacifico #999.,0,1
7008,Revolucion 456.,0,1
65188-545,Das Pedras 1357.,0,2
8560,Libertad 456.,0,1
88653,Los Andes 1357.,0,2
08141-159,Oscar Freire 2024.,4,1
5375618,AMerica 456.,3,2
4909,Libertad 456.,1,1
2518,San Martin 123.,3,1
8X260,Los Andes 456.,1,2
